Flight_ID,Airline,Origin_Airport,Destination_Airport,Scheduled_Departure,Weather_Delay,Air_Traffic_Delay,Security_Delay,Aircraft_Maintenance_Delay,Total_Delay
1912,JetBlue,ORD,BOS,10,9,4,3,1,17
1913,American,JFK,SEA,23,12,4,12,13,41
1914,JetBlue,ORD,DEN,13,31,53,5,5,94
1915,American,ORD,BOS,17,26,41,5,16,88
1916,United,LAX,DEN,4,8,25,3,9,45
1917,Delta,LAX,DEN,7,48,43,0,20,111
1918,JetBlue,ORD,MIA,0,12,57,10,25,104
1919,Southwest,ORD,BOS,5,25,13,8,25,71
1920,American,ORD,BOS,0,37,32,11,12,92
1921,Delta,LAX,DEN,22,29,23,7,18,77
1922,American,ATL,PHX,14,16,59,4,0,79
1923,United,JFK,MIA,21,26,50,3,27,106
1924,Delta,DFW,SEA,5,59,39,10,7,115
1925,American,DFW,SEA,0,25,10,0,5,40
1926,JetBlue,ATL,MIA,7,26,16,12,2,56
1927,Southwest,DFW,BOS,18,1,0,8,13,22
1928,American,DFW,BOS,20,1,17,13,17,48
1929,Delta,ATL,SEA,7,39,2,0,8,49
1930,American,JFK,MIA,4,6,13,12,17,48
1931,Delta,ORD,SEA,21,39,49,13,11,112
1932,JetBlue,ORD,PHX,17,1,58,4,22,85
1933,Delta,DFW,PHX,23,37,46,10,25,118
1934,Southwest,JFK,SEA,13,4,19,1,16,40
1935,United,LAX,BOS,2,37,32,12,13,94
1936,American,ORD,PHX,8,59,38,1,27,125
1937,Delta,LAX,MIA,8,19,14,3,19,55
1938,United,ATL,PHX,23,3,47,11,18,79
1939,United,ATL,BOS,21,9,28,7,5,49
1940,Delta,JFK,BOS,8,54,51,13,27,145
1941,United,LAX,DEN,2,48,0,6,8,62
1942,Delta,ORD,MIA,12,36,30,10,21,97
1943,United,ATL,PHX,5,7,9,10,0,26
1944,Delta,DFW,MIA,22,7,45,6,6,64
1945,JetBlue,ORD,SEA,23,59,35,4,1,99
1946,Southwest,ATL,BOS,19,21,54,0,16,91
1947,Southwest,JFK,SEA,0,56,18,12,16,102
1948,United,DFW,MIA,0,21,21,3,6,51
1949,Southwest,JFK,DEN,11,45,44,12,22,123
1950,JetBlue,ORD,PHX,7,16,5,2,23,46
1951,JetBlue,JFK,SEA,11,40,20,9,14,83
1952,Southwest,LAX,DEN,23,33,28,10,5,76
1953,Delta,LAX,BOS,0,42,38,6,13,99
1954,American,ATL,SEA,10,59,21,2,7,89
1955,American,ATL,SEA,8,35,24,3,29,91
1956,JetBlue,JFK,DEN,6,5,47,11,5,68
1957,United,JFK,SEA,20,2,35,14,21,72
1958,Southwest,LAX,PHX,19,13,39,0,13,65
1959,American,JFK,PHX,5,32,2,8,9,51
1960,American,ATL,DEN,21,23,31,14,25,93
1961,United,ORD,MIA,1,8,7,4,29,48
1962,United,ATL,DEN,3,20,44,12,7,83
1963,United,DFW,PHX,18,54,43,14,9,120
1964,American,DFW,DEN,0,39,0,8,2,49
1965,American,LAX,PHX,5,52,37,12,8,109
1966,JetBlue,JFK,BOS,19,4,51,8,2,65
1967,American,JFK,BOS,19,38,25,5,13,81
1968,Southwest,JFK,PHX,9,28,21,11,11,71
1969,Delta,ORD,MIA,8,12,42,5,14,73
1970,United,JFK,PHX,4,15,7,4,3,29
1971,JetBlue,ORD,MIA,9,10,13,3,21,47
1972,Southwest,JFK,SEA,21,35,44,1,16,96
1973,JetBlue,ATL,DEN,1,29,43,5,26,103
1974,American,LAX,BOS,8,45,17,3,7,72
1975,Southwest,ORD,MIA,12,29,57,4,4,94
1976,Delta,ORD,PHX,21,22,41,4,13,80
1977,United,ORD,PHX,23,39,6,5,0,50
1978,JetBlue,ORD,DEN,3,54,10,4,28,96
1979,Delta,ATL,PHX,17,35,9,2,3,49
1980,American,DFW,DEN,3,45,32,11,21,109
1981,United,DFW,SEA,2,25,22,13,5,65
1982,American,ORD,DEN,6,28,47,4,2,81
1983,Delta,ORD,MIA,4,19,24,1,18,62
1984,JetBlue,JFK,MIA,6,52,51,1,17,121
1985,United,LAX,DEN,6,49,55,12,10,126
1986,Delta,ATL,PHX,5,28,41,14,25,108
1987,American,ATL,PHX,22,25,27,7,1,60
1988,Southwest,ORD,MIA,19,30,40,12,6,88
1989,Delta,ORD,SEA,16,53,19,0,18,90
1990,United,ATL,BOS,8,21,5,14,16,56
1991,Delta,ATL,PHX,20,31,59,7,24,121
1992,Southwest,LAX,BOS,14,15,18,10,2,45
1993,Delta,LAX,DEN,9,51,58,9,0,118
1994,Southwest,LAX,PHX,16,20,39,4,25,88
1995,JetBlue,JFK,SEA,15,54,56,11,7,128
1996,American,DFW,SEA,2,51,39,2,27,119
1997,Southwest,LAX,DEN,7,20,45,11,6,82
1998,United,ORD,BOS,1,42,43,12,28,125
1999,Southwest,ORD,PHX,8,47,46,11,6,110
2000,American,ATL,SEA,4,37,48,6,18,109
2001,Southwest,ORD,MIA,13,46,15,9,23,93
2002,JetBlue,DFW,MIA,11,20,31,5,16,72
2003,JetBlue,ORD,PHX,14,21,30,13,13,77
2004,Southwest,LAX,BOS,22,38,56,6,9,109
2005,United,DFW,SEA,18,41,8,7,25,81
2006,JetBlue,DFW,MIA,23,30,46,7,12,95
2007,Delta,DFW,MIA,7,1,18,4,24,47
2008,American,JFK,DEN,19,9,53,9,29,100
2009,Southwest,ORD,SEA,22,51,21,11,4,87
2010,United,JFK,BOS,12,16,4,3,16,39
2011,Delta,JFK,MIA,9,47,29,7,21,104
2012,United,LAX,BOS,7,32,24,6,26,88
2013,United,ATL,DEN,3,24,14,12,0,50
2014,United,LAX,BOS,8,34,36,1,22,93
2015,American,JFK,BOS,20,29,45,2,20,96
2016,Delta,ORD,SEA,4,26,37,9,3,75
2017,Delta,LAX,PHX,12,14,23,1,27,65
2018,Delta,JFK,DEN,9,56,34,3,25,118
2019,JetBlue,JFK,BOS,6,58,37,14,9,118
2020,American,LAX,DEN,10,18,30,9,14,71
2021,United,DFW,MIA,19,36,56,0,21,113
2022,United,JFK,DEN,11,32,38,14,28,112
2023,JetBlue,JFK,DEN,10,52,51,7,14,124
2024,United,ORD,BOS,19,9,0,6,11,26
2025,JetBlue,ATL,PHX,14,20,26,5,22,73
2026,United,LAX,BOS,8,17,55,11,24,107
2027,Southwest,ORD,PHX,7,3,25,7,17,52
2028,Southwest,JFK,DEN,1,17,16,4,11,48
2029,American,DFW,SEA,20,26,16,0,10,52
2030,Southwest,ORD,PHX,21,14,55,10,23,102
2031,United,ATL,BOS,19,54,58,9,27,148
2032,United,ORD,MIA,22,28,5,7,8,48
2033,JetBlue,ORD,DEN,21,12,25,9,21,67
2034,JetBlue,ORD,SEA,4,29,48,3,4,84
2035,JetBlue,JFK,DEN,5,30,11,6,11,58
2036,United,DFW,MIA,11,4,43,10,15,72
2037,Delta,JFK,BOS,14,20,10,4,17,51
2038,JetBlue,ATL,MIA,2,33,10,1,19,63
2039,American,JFK,PHX,7,2,36,7,4,49
2040,United,DFW,DEN,2,16,42,6,17,81
2041,American,DFW,SEA,23,35,7,2,15,59
2042,American,DFW,MIA,6,49,34,9,15,107
2043,United,ATL,MIA,1,38,36,9,28,111
2044,Delta,JFK,DEN,12,29,17,6,22,74
2045,Southwest,JFK,BOS,5,41,49,4,21,115
2046,JetBlue,LAX,BOS,12,30,23,10,14,77
2047,United,DFW,DEN,2,26,40,2,7,75
2048,American,ATL,SEA,14,51,22,6,29,108
2049,JetBlue,JFK,MIA,5,15,6,14,21,56
2050,United,JFK,MIA,11,32,57,8,22,119
2051,Southwest,DFW,BOS,22,33,44,2,6,85
2052,American,DFW,BOS,18,8,36,10,2,56
2053,United,LAX,BOS,8,31,10,6,20,67
2054,Delta,ATL,BOS,4,22,31,2,18,73
2055,American,ORD,DEN,15,14,29,3,23,69
2056,Delta,DFW,PHX,10,24,20,11,12,67
2057,JetBlue,LAX,BOS,12,9,28,0,27,64
2058,American,ATL,PHX,14,13,6,10,19,48
2059,United,JFK,SEA,0,17,26,0,27,70
2060,JetBlue,ORD,PHX,20,28,18,11,3,60
2061,Delta,LAX,DEN,16,21,54,11,17,103
2062,Delta,LAX,PHX,19,27,40,13,23,103
2063,United,LAX,BOS,15,31,38,1,23,93
2064,Delta,ORD,BOS,12,16,26,6,10,58
2065,Southwest,ORD,MIA,11,46,22,11,24,103
2066,Delta,LAX,DEN,7,0,10,5,5,20
2067,Delta,ATL,MIA,16,22,24,10,25,81
2068,Delta,ORD,BOS,21,59,57,10,28,154
2069,Southwest,ATL,PHX,14,29,2,8,28,67
2070,American,JFK,PHX,12,15,6,7,18,46
2071,American,ATL,MIA,11,19,36,9,27,91
2072,American,JFK,MIA,14,44,47,5,14,110
2073,Southwest,LAX,SEA,17,44,47,6,11,108
2074,Delta,ATL,MIA,21,15,12,13,16,56
2075,JetBlue,JFK,BOS,0,7,52,7,23,89
2076,Southwest,JFK,MIA,1,50,0,10,5,65
2077,Delta,ORD,BOS,7,34,27,2,13,76
2078,JetBlue,ATL,BOS,8,1,25,12,14,52
2079,JetBlue,ATL,SEA,0,58,56,11,2,127
2080,United,DFW,PHX,1,59,54,0,14,127
2081,United,LAX,PHX,14,17,10,13,22,62
2082,Southwest,ORD,BOS,19,2,23,10,22,57
2083,United,LAX,SEA,0,25,44,9,6,84
2084,United,DFW,DEN,17,3,27,1,22,53
2085,Southwest,DFW,DEN,18,57,19,9,22,107
2086,Southwest,ORD,MIA,17,6,39,12,28,85
2087,Southwest,ATL,DEN,10,54,21,7,28,110
2088,Southwest,DFW,BOS,16,8,1,14,17,40
2089,JetBlue,ORD,MIA,2,13,13,2,18,46
2090,United,ORD,MIA,4,15,52,6,2,75
2091,JetBlue,ORD,MIA,8,10,18,11,23,62
2092,JetBlue,ATL,SEA,15,21,28,7,17,73
2093,JetBlue,JFK,SEA,3,42,50,13,25,130
2094,United,LAX,SEA,1,41,55,3,10,109
2095,United,ATL,SEA,17,7,56,2,23,88
2096,United,LAX,PHX,8,55,12,4,2,73
2097,United,ATL,SEA,9,15,22,9,20,66
2098,JetBlue,ATL,PHX,20,49,0,3,17,69
2099,American,LAX,DEN,19,7,47,0,26,80
2100,American,ATL,DEN,11,50,41,14,25,130
2101,American,DFW,DEN,1,8,8,3,18,37
2102,Southwest,LAX,MIA,17,25,48,7,26,106
2103,American,JFK,PHX,7,44,16,9,29,98
2104,American,LAX,MIA,15,54,17,12,1,84
2105,United,LAX,MIA,17,20,36,8,16,80
2106,United,ORD,PHX,14,4,3,4,3,14
2107,Delta,DFW,PHX,22,44,24,1,18,87
2108,Southwest,ORD,BOS,1,23,23,2,12,60
2109,JetBlue,LAX,MIA,17,1,37,10,28,76
2110,JetBlue,LAX,MIA,12,35,49,3,28,115
2111,Delta,ORD,MIA,0,5,42,0,13,60
2112,JetBlue,DFW,BOS,9,56,43,4,18,121
2113,Delta,ORD,SEA,16,37,33,0,22,92
2114,American,ATL,MIA,14,51,15,0,28,94
2115,Southwest,DFW,MIA,5,43,36,10,4,93
2116,American,ORD,DEN,5,8,48,4,12,72
2117,Southwest,DFW,DEN,9,50,46,4,24,124
2118,Southwest,LAX,SEA,23,30,10,0,24,64
2119,Southwest,ATL,BOS,5,34,20,9,12,75
2120,Delta,ATL,BOS,0,11,33,1,26,71
2121,United,JFK,BOS,12,16,3,8,20,47
2122,United,LAX,BOS,7,14,21,6,0,41
2123,American,LAX,SEA,17,51,38,1,13,103
2124,Delta,ORD,SEA,3,35,11,5,29,80
2125,JetBlue,JFK,PHX,2,4,29,6,4,43
2126,Southwest,DFW,PHX,14,4,44,3,24,75
2127,Delta,ATL,DEN,9,12,46,11,20,89
2128,JetBlue,LAX,PHX,8,34,1,1,25,61
2129,Southwest,DFW,BOS,2,19,32,0,27,78
2130,JetBlue,DFW,DEN,20,46,43,4,8,101
2131,Delta,ATL,MIA,8,3,15,7,18,43
2132,Southwest,ORD,MIA,18,16,3,14,23,56
2133,United,DFW,DEN,20,4,17,7,24,52
2134,American,DFW,SEA,12,0,22,0,2,24
2135,JetBlue,DFW,SEA,3,29,48,0,9,86
2136,American,JFK,BOS,2,37,13,13,14,77
2137,American,JFK,DEN,3,58,1,9,14,82
2138,Southwest,ATL,MIA,4,36,58,7,4,105
2139,JetBlue,DFW,MIA,6,29,6,1,18,54
2140,American,ATL,BOS,15,24,10,4,18,56
2141,Delta,DFW,BOS,1,52,37,6,8,103
2142,JetBlue,DFW,SEA,19,49,21,0,25,95
2143,American,ORD,DEN,3,53,58,3,9,123
2144,United,LAX,SEA,7,57,25,0,14,96
2145,American,DFW,DEN,11,9,0,9,9,27
2146,American,JFK,SEA,0,49,24,13,22,108
2147,Southwest,ORD,DEN,15,49,1,10,15,75
2148,Delta,DFW,BOS,21,47,1,1,28,77
2149,Delta,ORD,MIA,4,32,31,10,11,84
2150,United,ORD,BOS,13,14,18,12,18,62
2151,Delta,DFW,MIA,16,0,42,4,16,62
2152,Delta,LAX,PHX,19,8,40,1,18,67
2153,JetBlue,DFW,PHX,17,28,30,14,28,100
2154,JetBlue,ORD,PHX,12,11,29,3,16,59
2155,Southwest,DFW,PHX,3,36,11,8,13,68
2156,American,DFW,BOS,14,17,55,2,24,98
2157,JetBlue,JFK,SEA,11,53,12,11,23,99
2158,JetBlue,JFK,MIA,7,1,39,2,17,59
2159,United,DFW,BOS,10,24,38,7,17,86
2160,Southwest,JFK,SEA,9,47,9,4,25,85
2161,Delta,JFK,SEA,21,2,42,6,8,58
2162,JetBlue,DFW,DEN,21,34,40,14,5,93
2163,Southwest,ATL,BOS,3,51,7,6,25,89
2164,United,LAX,BOS,14,46,27,10,14,97
2165,United,ATL,BOS,11,23,54,14,24,115
2166,Southwest,ORD,PHX,7,32,49,8,28,117
2167,JetBlue,DFW,SEA,13,9,4,11,21,45
2168,American,ORD,PHX,2,22,17,9,16,64
2169,JetBlue,ORD,BOS,19,8,24,6,1,39
2170,JetBlue,ATL,MIA,16,40,8,3,3,54
2171,Delta,DFW,PHX,13,54,27,1,11,93
2172,JetBlue,JFK,MIA,0,52,58,11,26,147
2173,Delta,DFW,BOS,10,50,43,2,11,106
2174,JetBlue,JFK,DEN,21,49,52,6,1,108
2175,United,ORD,DEN,20,9,41,11,20,81
2176,United,ORD,PHX,0,43,37,3,13,96
2177,Delta,ATL,SEA,8,59,6,3,28,96
2178,United,DFW,SEA,9,55,44,4,27,130
2179,Delta,JFK,SEA,12,16,46,4,17,83
2180,United,JFK,SEA,3,58,55,8,10,131
2181,United,ORD,SEA,11,20,44,7,24,95
2182,United,ATL,PHX,3,47,22,14,7,90
2183,Southwest,DFW,SEA,10,51,3,1,17,72
2184,Southwest,JFK,BOS,17,39,13,1,6,59
2185,Delta,JFK,DEN,0,59,22,14,1,96
2186,Delta,ORD,MIA,6,10,58,14,1,83
2187,Southwest,DFW,PHX,1,36,52,8,27,123
2188,Southwest,ORD,PHX,14,22,11,3,19,55
2189,United,ATL,BOS,15,10,31,9,8,58
2190,JetBlue,ATL,BOS,4,4,40,5,25,74
2191,United,LAX,DEN,17,46,44,13,1,104
2192,American,ATL,SEA,20,38,53,10,8,109
2193,Delta,LAX,BOS,4,51,55,6,19,131
2194,United,LAX,BOS,22,0,45,3,5,53
2195,United,ORD,PHX,22,3,50,14,20,87
2196,American,LAX,PHX,19,23,45,7,23,98
2197,Southwest,ORD,PHX,2,11,45,7,21,84
2198,Southwest,JFK,SEA,9,4,2,5,6,17
2199,American,DFW,MIA,20,36,4,7,27,74
2200,United,DFW,PHX,12,0,51,10,5,66
2201,United,ATL,BOS,16,2,4,11,20,37
2202,United,DFW,MIA,23,34,39,14,1,88
2203,American,LAX,SEA,21,10,9,9,3,31
2204,American,LAX,MIA,16,8,2,7,10,27
2205,United,DFW,SEA,20,46,6,1,2,55
2206,Southwest,DFW,SEA,5,44,22,8,3,77
2207,United,DFW,BOS,9,44,22,2,20,88
2208,Southwest,ORD,MIA,21,53,55,12,18,138
2209,United,ORD,PHX,0,55,15,7,2,79
2210,Southwest,ORD,PHX,20,19,29,14,2,64
2211,JetBlue,JFK,SEA,17,19,40,5,9,73
2212,United,JFK,MIA,7,25,33,7,23,88
2213,Southwest,ATL,PHX,9,43,49,6,19,117
2214,JetBlue,ATL,PHX,20,8,10,7,23,48
2215,Southwest,LAX,SEA,7,3,29,8,5,45
2216,JetBlue,ATL,BOS,22,15,33,11,6,65
2217,United,DFW,DEN,18,20,25,7,0,52
2218,American,ATL,SEA,15,45,58,14,26,143
2219,Delta,JFK,PHX,2,3,53,6,9,71
2220,American,LAX,MIA,20,26,7,4,21,58
2221,Southwest,ORD,PHX,18,56,28,8,22,114
2222,Delta,JFK,SEA,0,34,50,0,28,112
2223,United,LAX,SEA,20,55,33,7,8,103
2224,United,JFK,BOS,21,14,52,5,19,90
2225,American,LAX,PHX,23,10,36,14,4,64
2226,JetBlue,JFK,SEA,13,52,5,12,11,80
2227,JetBlue,LAX,PHX,10,51,26,0,26,103
2228,Southwest,ATL,SEA,8,6,25,8,25,64
2229,Delta,LAX,SEA,12,21,26,13,0,60
2230,JetBlue,ORD,DEN,2,33,13,10,12,68
2231,JetBlue,JFK,MIA,18,30,34,9,24,97
2232,United,DFW,DEN,9,34,22,14,19,89
2233,JetBlue,DFW,DEN,20,56,45,1,11,113
2234,United,DFW,BOS,10,35,57,11,4,107
2235,JetBlue,LAX,BOS,15,14,3,9,21,47
2236,Delta,JFK,MIA,20,53,42,7,6,108
2237,JetBlue,ORD,MIA,11,52,16,2,16,86
2238,Southwest,ORD,SEA,20,39,58,4,22,123
2239,JetBlue,ORD,PHX,12,43,26,14,15,98
2240,Delta,DFW,BOS,4,12,8,6,22,48
2241,Delta,ORD,DEN,14,11,57,14,25,107
2242,Delta,JFK,DEN,22,31,52,6,10,99
2243,Southwest,ATL,MIA,8,41,16,1,9,67
2244,JetBlue,ORD,SEA,9,48,50,0,16,114
2245,JetBlue,LAX,MIA,3,27,25,6,8,66
2246,Delta,LAX,PHX,2,54,28,1,8,91
2247,Southwest,ORD,SEA,11,49,1,12,16,78
2248,Delta,JFK,SEA,22,27,59,9,6,101
2249,JetBlue,DFW,DEN,23,46,24,0,20,90
2250,American,LAX,DEN,8,22,14,2,8,46
2251,Delta,ORD,PHX,20,22,35,3,26,86
2252,JetBlue,ORD,PHX,20,49,45,8,10,112
2253,American,LAX,BOS,6,25,39,9,13,86
2254,Southwest,ORD,SEA,5,16,15,1,5,37
2255,American,ATL,MIA,20,54,42,11,0,107
2256,JetBlue,ATL,MIA,7,49,7,1,14,71
2257,United,LAX,PHX,8,16,47,0,17,80
2258,Southwest,DFW,PHX,12,29,15,12,26,82
2259,American,ORD,BOS,19,19,12,11,22,64
2260,JetBlue,ATL,BOS,22,9,55,11,4,79
2261,JetBlue,ORD,MIA,20,58,54,13,27,152
2262,American,ORD,DEN,5,55,55,5,7,122
2263,American,ATL,MIA,13,53,12,13,1,79
2264,United,DFW,MIA,19,21,50,14,11,96
2265,Southwest,ATL,SEA,12,3,29,12,25,69
2266,JetBlue,ATL,BOS,20,12,35,7,10,64
2267,American,LAX,MIA,9,30,43,14,29,116
2268,American,JFK,SEA,10,8,40,11,20,79
2269,United,ATL,MIA,9,35,42,13,17,107
2270,Delta,LAX,DEN,2,15,56,7,1,79
2271,Southwest,DFW,DEN,6,25,6,10,10,51
2272,Delta,DFW,SEA,14,26,52,7,10,95
2273,American,LAX,SEA,14,36,12,2,16,66
2274,American,ORD,SEA,11,40,4,11,15,70
2275,Delta,LAX,PHX,1,28,4,10,23,65
2276,JetBlue,ORD,BOS,12,25,18,12,25,80
2277,JetBlue,ATL,DEN,18,43,20,4,4,71
2278,JetBlue,DFW,MIA,10,22,13,3,19,57
2279,Delta,LAX,DEN,15,19,52,10,9,90
2280,United,DFW,MIA,5,7,40,11,18,76
2281,Delta,ATL,SEA,14,13,42,5,8,68
2282,JetBlue,DFW,MIA,13,57,3,6,13,79
2283,American,ORD,SEA,10,27,29,2,1,59
2284,JetBlue,JFK,MIA,9,27,31,1,27,86
2285,American,LAX,DEN,7,48,58,6,26,138
2286,Southwest,LAX,MIA,9,13,52,6,8,79
2287,JetBlue,ATL,PHX,14,9,33,14,2,58
2288,American,ATL,MIA,5,16,7,6,7,36
2289,JetBlue,DFW,SEA,15,18,2,0,16,36
2290,United,ATL,MIA,22,48,22,4,29,103
2291,Delta,ORD,PHX,11,34,58,10,1,103
2292,Delta,DFW,DEN,4,40,36,14,20,110
2293,JetBlue,ATL,BOS,15,21,8,4,25,58
2294,JetBlue,DFW,PHX,14,14,37,8,6,65
2295,JetBlue,LAX,PHX,3,20,11,5,16,52
2296,Delta,LAX,BOS,16,24,3,6,20,53
2297,Delta,ATL,SEA,18,16,32,13,13,74
2298,Delta,JFK,PHX,14,2,57,7,7,73
2299,United,DFW,MIA,12,53,36,1,4,94
2300,United,JFK,BOS,10,50,49,13,18,130
2301,United,DFW,SEA,3,54,49,9,19,131
2302,Delta,LAX,SEA,0,35,58,0,7,100
2303,American,LAX,PHX,13,14,29,10,9,62
2304,American,ATL,SEA,21,49,44,11,19,123
2305,Southwest,ATL,MIA,19,0,29,9,29,67
2306,Delta,ORD,MIA,0,7,24,13,26,70
2307,JetBlue,LAX,SEA,1,5,57,6,13,81
2308,JetBlue,JFK,DEN,5,0,37,8,1,46
2309,Delta,ORD,DEN,8,53,16,14,9,92
2310,American,ORD,PHX,21,2,30,13,23,68
2311,JetBlue,ATL,SEA,21,46,28,7,29,110
2312,American,JFK,MIA,3,37,28,8,26,99
2313,United,DFW,BOS,15,14,54,5,10,83
2314,JetBlue,JFK,PHX,23,35,33,2,18,88
2315,JetBlue,ATL,BOS,7,51,19,10,4,84
2316,American,DFW,BOS,11,44,57,0,23,124
2317,Southwest,ORD,DEN,21,39,29,3,20,91
2318,United,ATL,MIA,21,4,59,14,16,93
2319,JetBlue,ATL,SEA,22,39,5,5,17,66
2320,United,JFK,SEA,11,30,24,8,13,75
2321,Southwest,ATL,DEN,20,9,25,0,18,52
2322,Delta,DFW,MIA,1,55,11,10,9,85
2323,JetBlue,JFK,MIA,3,23,37,2,17,79
2324,Southwest,DFW,SEA,2,23,50,5,7,85
2325,Southwest,ORD,PHX,6,3,33,7,13,56
2326,JetBlue,JFK,DEN,9,16,36,0,18,70
2327,Southwest,DFW,BOS,11,11,12,8,20,51
2328,United,LAX,DEN,1,47,9,10,28,94
2329,JetBlue,ATL,BOS,17,21,9,8,29,67
2330,Delta,ATL,SEA,4,45,1,2,5,53
2331,Delta,ATL,MIA,3,12,27,4,21,64
2332,JetBlue,ATL,DEN,13,11,36,10,29,86
2333,Delta,JFK,PHX,22,36,52,2,24,114
2334,Southwest,JFK,MIA,9,41,58,0,16,115
2335,Southwest,DFW,SEA,20,56,14,2,24,96
2336,Delta,ATL,SEA,5,38,38,1,11,88
2337,Delta,ORD,PHX,3,55,3,11,27,96
2338,Delta,ORD,DEN,13,28,45,14,10,97
2339,Southwest,JFK,PHX,19,6,22,12,23,63
2340,JetBlue,LAX,PHX,21,1,39,7,14,61
2341,United,LAX,PHX,5,7,8,13,3,31
2342,Delta,JFK,PHX,4,40,35,4,25,104
2343,Delta,ORD,PHX,20,52,36,4,22,114
2344,JetBlue,DFW,DEN,11,9,24,9,6,48
2345,United,ORD,PHX,10,16,29,12,2,59
2346,Delta,JFK,PHX,23,31,22,0,15,68
2347,Southwest,ATL,PHX,17,57,15,5,10,87
2348,American,ATL,SEA,13,46,48,13,8,115
2349,Delta,ORD,DEN,15,32,58,12,24,126
2350,Southwest,DFW,MIA,2,19,37,14,21,91
2351,JetBlue,LAX,MIA,16,37,2,14,10,63
2352,Southwest,JFK,DEN,12,59,23,13,29,124
2353,United,ORD,DEN,13,13,22,13,13,61
2354,Delta,ORD,DEN,10,16,11,0,26,53
2355,Delta,ORD,DEN,16,21,56,2,25,104
2356,Southwest,ATL,BOS,23,18,13,11,21,63
2357,United,JFK,BOS,5,20,17,10,7,54
2358,American,DFW,SEA,16,8,34,6,24,72
2359,American,LAX,PHX,20,30,4,0,1,35
2360,United,ATL,PHX,20,32,16,9,14,71
2361,Southwest,JFK,DEN,5,54,40,9,18,121
2362,Delta,JFK,BOS,14,46,3,8,13,70
2363,American,DFW,MIA,22,59,21,7,2,89
2364,JetBlue,ATL,SEA,2,42,33,1,20,96
2365,American,JFK,PHX,0,4,24,8,0,36
2366,United,ORD,BOS,21,34,52,9,11,106
2367,Southwest,LAX,SEA,0,35,5,11,18,69
2368,JetBlue,JFK,BOS,17,3,8,3,20,34
2369,American,ATL,MIA,23,6,14,11,16,47
2370,JetBlue,ATL,MIA,8,41,37,1,26,105
2371,Delta,ATL,BOS,5,59,23,3,6,91
2372,Delta,ATL,DEN,0,12,43,10,23,88
2373,United,ORD,DEN,3,33,2,9,28,72
2374,Delta,ORD,BOS,3,24,51,14,17,106
2375,Delta,JFK,SEA,0,48,35,11,11,105
2376,Delta,JFK,MIA,23,8,6,12,14,40
2377,JetBlue,ORD,SEA,22,33,21,7,14,75
2378,United,DFW,SEA,5,22,19,14,10,65
2379,American,ORD,PHX,16,28,58,11,23,120
2380,JetBlue,DFW,MIA,17,58,57,0,26,141
2381,United,ATL,DEN,19,48,4,6,29,87
2382,Southwest,ATL,BOS,7,8,42,9,14,73
2383,Southwest,ATL,MIA,4,41,28,9,7,85
2384,American,DFW,DEN,18,49,26,8,11,94
2385,United,ORD,DEN,11,7,33,2,20,62
2386,United,LAX,MIA,19,24,47,0,21,92
2387,JetBlue,ORD,SEA,23,50,54,4,7,115
2388,United,JFK,PHX,15,6,6,4,20,36
2389,Southwest,ORD,DEN,23,41,42,4,21,108
2390,JetBlue,JFK,MIA,22,19,52,14,20,105
2391,JetBlue,ATL,SEA,1,51,49,14,26,140
2392,Southwest,LAX,MIA,1,59,7,12,11,89
2393,United,ORD,SEA,9,58,30,6,10,104
2394,United,ATL,MIA,17,11,7,1,13,32
2395,Southwest,ATL,BOS,18,28,38,5,0,71
2396,Southwest,ORD,BOS,18,9,31,12,13,65
2397,United,ORD,BOS,2,40,8,2,23,73
2398,Delta,DFW,BOS,11,5,56,7,21,89
2399,American,JFK,MIA,9,33,13,9,18,73
2400,Delta,ATL,SEA,6,16,49,10,15,90
2401,JetBlue,ORD,BOS,21,23,24,1,15,63
2402,JetBlue,ATL,MIA,11,43,4,6,5,58
2403,Delta,JFK,DEN,5,35,22,13,22,92
2404,Southwest,JFK,DEN,22,1,42,11,3,57
2405,United,LAX,PHX,1,9,48,12,1,70
2406,Delta,DFW,SEA,18,7,23,13,29,72
2407,American,ORD,MIA,2,18,58,10,21,107
2408,American,ATL,BOS,17,28,53,5,23,109
2409,American,JFK,DEN,2,26,22,8,28,84
2410,Southwest,ATL,BOS,21,46,6,7,7,66
2411,Delta,ATL,PHX,2,33,36,7,4,80
2412,United,ORD,PHX,3,33,22,8,16,79
2413,Delta,JFK,BOS,17,38,34,4,9,85
2414,Southwest,LAX,PHX,8,58,9,0,8,75
2415,United,JFK,PHX,18,22,42,7,20,91
2416,American,JFK,MIA,19,42,46,7,28,123
2417,United,LAX,PHX,1,21,19,11,8,59
2418,American,LAX,SEA,12,53,53,13,0,119
2419,Delta,LAX,SEA,23,54,28,0,18,100
2420,JetBlue,LAX,SEA,0,42,9,14,11,76
2421,United,DFW,MIA,22,54,38,2,2,96
2422,United,ATL,DEN,1,46,59,12,18,135
2423,American,JFK,BOS,22,12,54,8,19,93
2424,American,ATL,PHX,19,9,11,3,2,25
2425,JetBlue,ATL,DEN,11,22,12,7,8,49
2426,Delta,ATL,SEA,15,49,23,0,10,82
2427,United,LAX,DEN,9,12,46,0,8,66
2428,American,DFW,MIA,7,48,6,1,25,80
2429,Southwest,DFW,DEN,11,52,3,3,15,73
2430,American,JFK,BOS,20,21,52,6,5,84
